Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
7033,TSPAN31,ENSG00000135452,,,6302,,,,,
7034,TSPEAR,ENSG00000175894,,,54084,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 54084 (TSPEAR),,
7035,TSPOAP1,ENSG00000005379,R-HSA-196108,Pregnenolone biosynthesis,9256,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 9256 (TSPOAP1),,
7036,TSSK1B,ENSG00000212122,,,83942,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 83942 (TSSK1B),,
7037,TSSK4,ENSG00000139908,,,83983,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 83983 (TSSK6),,
7038,TTBK1,ENSG00000146216,,,84630,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 84630 (TTBK1),,
7039,TTBK2,ENSG00000128881,R-HSA-5620912,Anchoring of the basal body to the plasma membrane,146057,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 146057 (TTBK2),,
7040,TTC1,ENSG00000113312,,,51024,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 51024 (FIS1),,
7041,TTC3,ENSG00000182670,,,64427,,,,,
7042,TTC6,ENSG00000139865,,,319089,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 319089 (TTC6),,
7043,TTC7A,ENSG00000068724,,,57217,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 57217 (TTC7A),,
7044,TTC7B,ENSG00000165914,,,145567,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 145567 (TTC7B),,
7045,TTC14,ENSG00000163728,,,151613,,,,,
7046,TTC21A,ENSG00000168026,,,199223,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 199223 (TTC21A),,
7047,TTC21B,ENSG00000123607,R-HSA-5620924,Intraflagellar transport,79809,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 79809 (TTC21B),,
7048,TTC24,ENSG00000187862,,,164118,,,,,
7049,TTC28,ENSG00000100154,,,23331,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 23331 (TTC28),,
7050,TTC29,ENSG00000137473,,,83894,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 83894 (TTC29),,
7051,TTC32,ENSG00000183891,,,130502,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 130502 (TTC32),,
7052,TTC34,ENSG00000215912,,,100287898,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 100287898 (TTC34),,
7053,TTC39A,ENSG00000085831,,,22996,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 22996 (TTC39A),,
7054,TTC39B,ENSG00000155158,,,158219,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 158219 (TTC39B),,
7055,TTF1,ENSG00000125482,R-HSA-427413,NoRC negatively regulates rRNA expression,7019,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 7019 (TFAM),,
7056,TTF2,ENSG00000116830,,,8458,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 8458 (TTF2),,
7057,TTI1,ENSG00000101407,,,9675,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 9675 (TTI1),,
7058,TTK,ENSG00000112742,,,7272,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 7272 (TTK),,
7059,TTLL2,ENSG00000120440,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,83887,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 83887 (TTLL2),,
7060,TTLL4,ENSG00000135912,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,9654,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 9654 (TTLL4),,
7061,TTLL5,ENSG00000119685,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,23093,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 23093 (TTLL5),,
7062,TTLL7,ENSG00000137941,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,79739,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 79739 (TTLL7),,
7063,TTLL12,ENSG00000100304,R-HSA-8955332,Carboxyterminal post-translational modifications of tubulin,23170,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 23170 (TTLL12),,
7064,TTN,ENSG00000155657,R-HSA-390522,Striated Muscle Contraction,284417,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 284417 (TMEM150B),,
7065,TTYH1,ENSG00000167614,R-HSA-2672351,Stimuli-sensing channels,57348,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 57348 (TTYH1),,
7066,TUB,ENSG00000166402,,,124908013,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 124908013,,
7067,TUBA1B,ENSG00000123416,R-HSA-5610787,Hedgehog 'off' state,10376,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 10376 (TUBA1B),,
7068,TUBA1C,ENSG00000167553,R-HSA-5610787,Hedgehog 'off' state,84790,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 84790 (TUBA1C),,
7069,TUBA3C,ENSG00000198033,R-HSA-5610787,Hedgehog 'off' state,7278,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 7278 (TUBA3C),,
7070,TUBA3D,ENSG00000075886,R-HSA-5610787,Hedgehog 'off' state,113457,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 113457 (TUBA3D),,
7071,TUBAL3,ENSG00000178462,R-HSA-389977,Post-chaperonin tubulin folding pathway,79861,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 79861 (TUBAL3),,
7072,TUBB,ENSG00000137267,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,84617,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 84617 (TUBB6),,
7073,TUBB1,ENSG00000101162,R-HSA-5610787,Hedgehog 'off' state,203068,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 203068 (TUBB),,
7074,TUBB4A,ENSG00000104833,R-HSA-5610787,Hedgehog 'off' state,10382,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 10382 (TUBB4A),,
7075,TUBB8,ENSG00000261456,R-HSA-190861,Gap junction assembly,347688,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 347688 (TUBB8),,
7076,TUBB8B,ENSG00000173213,R-HSA-190861,Gap junction assembly,260334,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 260334 (TUBB8B),,
7077,TUBD1,ENSG00000108423,,,51174,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 51174 (TUBD1),,
7078,TUBGCP2,ENSG00000130640,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,10844,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 10844 (TUBGCP2),,
7079,TUBGCP3,ENSG00000126216,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,10426,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 10426 (TUBGCP3),,
7080,TUBGCP5,ENSG00000275835,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,114791,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 114791 (TUBGCP5),,
7081,TUBGCP6,ENSG00000128159,R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,85378,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 85378 (TUBGCP6),,
7082,TULP3,ENSG00000078246,R-HSA-5610787,Hedgehog 'off' state,7289,0: 09183 Protein families: signaling and cellular processes,1: 03037 Cilium and associated proteins [BR:hsa03037],2: 7289 (TULP3),,
7083,TULP4,ENSG00000130338,R-HSA-8951664,Neddylation,56995,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 56995 (TULP4),,
7084,TUSC3,ENSG00000104723,R-HSA-446203,Asparagine N-linked glycosylation,7991,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 7991 (TUSC3),,
7085,TXLNB,ENSG00000164440,,,167838,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 167838 (TXLNB),,
7086,TXLNG,ENSG00000086712,,,55787,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 55787 (TXLNG),,
7087,TXNDC2,ENSG00000168454,,,84203,,,,,
7088,TXNDC5,ENSG00000239264,R-HSA-6798695,Neutrophil degranulation,81567,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 81567 (TXNDC5),,
7089,TXNDC12,ENSG00000117862,,,51060,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 51060 (TXNDC12),,
7090,TXNRD1,ENSG00000198431,R-HSA-5628897,TP53 Regulates Metabolic Genes,7296,,,,,
7091,TXNRD3,ENSG00000197763,,,114112,,,,,
7092,TYMS,ENSG00000176890,R-HSA-69205,G1/S-Specific Transcription,7298,,,,,
7093,TYRO3,ENSG00000092445,,,7301,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 7301 (TYRO3),,
7094,TYRP1,ENSG00000107165,R-HSA-5662702,Melanin biosynthesis,7306,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 7306 (TYRP1),,
7095,U2AF1,ENSG00000160201,R-HSA-72163,mRNA Splicing - Major Pathway,79713,,,,,
7096,U2AF2,ENSG00000063244,R-HSA-72163,mRNA Splicing - Major Pathway,199746,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 199746 (U2AF1L4),,
7097,UACA,ENSG00000137831,R-HSA-9013407,RHOH GTPase cycle,55075,,,,,
7098,UAP1L1,ENSG00000197355,,,91373,,,,,
7099,UBA1,ENSG00000130985,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,7318,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7318 (UBA7),,
7100,UBA2,ENSG00000126261,R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),113457,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 113457 (TUBA3D),,
7101,UBA3,ENSG00000144744,R-HSA-5676590,NIK-->noncanonical NF-kB signaling,112714,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 112714 (TUBA3E),,
7102,UBAC1,ENSG00000130560,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,10422,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 10422 (UBAC1),,
7103,UBAP1L,ENSG00000246922,,,390595,,,,,
7104,UBAP2,ENSG00000137073,,,55833,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 55833 (UBAP2),,
7105,UBAP2L,ENSG00000143569,,,9898,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 9898 (UBAP2L),,
7106,UBASH3A,ENSG00000160185,,,53347,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 53347 (UBASH3A),,
7107,UBASH3B,ENSG00000154127,,,84959,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 84959 (UBASH3B),,
7108,UBB,ENSG00000170315,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,23205,0: 09181 Protein families: metabolism,1: 01004 Lipid biosynthesis proteins [BR:hsa01004],2: 23205 (ACSBG1),,
7109,UBC,ENSG00000150991,R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,101669762,,,,,
7110,UBD,ENSG00000213886,R-HSA-8951664,Neddylation,51174,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 51174 (TUBD1),,
7111,UBE2A,ENSG00000077721,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,7319,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7319 (UBE2A),,
7112,UBE2D2,ENSG00000131508,R-HSA-9033241,Peroxisomal protein import,7322,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7322 (UBE2D2),,
7113,UBE2H,ENSG00000186591,R-HSA-8866652,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,7328,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7328 (UBE2H),,
7114,UBE2I,ENSG00000103275,R-HSA-4570464,SUMOylation of RNA binding proteins,7329,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7329 (UBE2I),,
7115,UBE2L3,ENSG00000185651,R-HSA-5675482,Regulation of necroptotic cell death,7332,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7332 (UBE2L3),,
7116,UBE2O,ENSG00000175931,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,63893,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 63893 (UBE2O),,
7117,UBE2Q1,ENSG00000160714,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,55585,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 55585 (UBE2Q1),,
7118,UBE3A,ENSG00000114062,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,7337,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 7337 (UBE3A),,
7119,UBE3B,ENSG00000151148,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,89910,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 89910 (UBE3B),,
7120,UBE4B,ENSG00000130939,,,10277,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 10277 (UBE4B),,
7121,UBN1,ENSG00000118900,R-HSA-2559584,Formation of Senescence-Associated Heterochromatin Foci (SAHF),29855,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 29855 (UBN1),,
7122,UBN2,ENSG00000157741,,,254048,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 254048 (UBN2),,
7123,UBQLN2,ENSG00000188021,R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis,29978,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 29978 (UBQLN2),,
7124,UBQLN3,ENSG00000175520,,,50613,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 50613 (UBQLN3),,
7125,UBQLNL,ENSG00000175518,,,143630,0: 09182 Protein families: genetic information processing,1: 03051 Proteasome [BR:hsa03051],2: 143630 (UBQLNL),,
7126,UBR1,ENSG00000159459,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,197131,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 197131 (UBR1),,
7127,UBR2,ENSG00000024048,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,23304,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 23304 (UBR2),,
7128,UBR3,ENSG00000144357,,,130507,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 130507 (UBR3),,
7129,UBR4,ENSG00000127481,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,23352,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 23352 (UBR4),,
7130,UBR5,ENSG00000104517,,,51366,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 51366 (UBR5),,
7131,UBTF,ENSG00000108312,R-HSA-73728,RNA Polymerase I Promoter Opening,7343,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 7343 (UBTF),,
7132,UBTFL1,ENSG00000255009,,,642623,,,,,
7133,UBXN1,ENSG00000162191,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,391013,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 391013 (PLA2G2C),,
7134,UBXN2B,ENSG00000215114,,,137886,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 137886 (UBXN2B),,
7135,UBXN11,ENSG00000158062,R-HSA-9696273,RND1 GTPase cycle,91544,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 91544 (UBXN11),,
7136,UCKL1,ENSG00000198276,R-HSA-73614,Pyrimidine salvage,54963,,,,,
7137,UCP3,ENSG00000175564,R-HSA-167826,The fatty acid cycling model,7352,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 7352 (UCP3),,
7138,UEVLD,ENSG00000151116,,,55293,,,,,
7139,UFSP1,ENSG00000176125,,,402682,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 402682 (UFSP1),,
7140,UGDH,ENSG00000109814,R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",7358,,,,,
7141,UGGT1,ENSG00000136731,R-HSA-901032,ER Quality Control Compartment (ERQC),56886,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 56886 (UGGT1),,
7142,UGGT2,ENSG00000102595,R-HSA-901032,ER Quality Control Compartment (ERQC),55757,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 55757 (UGGT2),,
7143,UGP2,ENSG00000169764,R-HSA-3322077,Glycogen synthesis,10147,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 10147 (SUGP2),,
7144,UGT1A3,ENSG00000288702,R-HSA-9757110,Prednisone ADME,54659,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 54659 (UGT1A3),,
7145,UGT1A7,ENSG00000244122,R-HSA-156588,Glucuronidation,54577,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 54577 (UGT1A7),,
7146,UGT1A8,ENSG00000242366,R-HSA-156588,Glucuronidation,54576,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 54576 (UGT1A8),,
7147,UGT1A9,ENSG00000241119,R-HSA-156588,Glucuronidation,54600,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 54600 (UGT1A9),,
7148,UGT1A10,ENSG00000242515,R-HSA-156588,Glucuronidation,54575,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 54575 (UGT1A10),,
7149,UGT2A3,ENSG00000135220,R-HSA-156588,Glucuronidation,79799,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 79799 (UGT2A3),,
7150,UGT2B7,ENSG00000171234,R-HSA-156588,Glucuronidation,7364,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 7364 (UGT2B7),,
7151,UGT2B10,ENSG00000109181,R-HSA-156588,Glucuronidation,7365,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 7365 (UGT2B10),,
7152,UGT2B11,ENSG00000156096,R-HSA-156588,Glucuronidation,10720,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 10720 (UGT2B11),,
7153,UGT2B15,ENSG00000196620,R-HSA-156588,Glucuronidation,7366,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 7366 (UGT2B15),,
7154,UGT2B17,ENSG00000197888,R-HSA-156588,Glucuronidation,7367,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 7367 (UGT2B17),,
7155,UGT3A1,ENSG00000145626,R-HSA-156588,Glucuronidation,133688,,,,,
7156,UGT3A2,ENSG00000168671,R-HSA-156588,Glucuronidation,167127,,,,,
7157,UHRF2,ENSG00000147854,R-HSA-3899300,SUMOylation of transcription cofactors,115426,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 115426 (UHRF2),,
7158,UIMC1,ENSG00000087206,R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,51720,0: 09182 Protein families: genetic information processing,1: 03400 DNA repair and recombination proteins [BR:hsa03400],2: 51720 (UIMC1),,
7159,ULK1,ENSG00000177169,R-HSA-8854214,TBC/RABGAPs,8408,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 8408 (ULK1),,
7160,ULK2,ENSG00000083290,,,9706,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 9706 (ULK2),,
7161,ULK4,ENSG00000168038,,,54986,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 54986 (ULK4),,
7162,UMOD,ENSG00000169344,R-HSA-446203,Asparagine N-linked glycosylation,7369,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 7369 (UMOD),,
7163,UMODL1,ENSG00000177398,,,89766,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 89766 (UMODL1),,
7164,UMPS,ENSG00000114491,R-HSA-500753,Pyrimidine biosynthesis,7372,,,,,
7165,UNC5A,ENSG00000113763,R-HSA-373752,Netrin-1 signaling,90249,,,,,
7166,UNC5B,ENSG00000107731,R-HSA-373752,Netrin-1 signaling,219699,,,,,
7167,UNC5C,ENSG00000182168,R-HSA-418886,Netrin mediated repulsion signals,222643,,,,,
7168,UNC5D,ENSG00000156687,R-HSA-418886,Netrin mediated repulsion signals,137970,,,,,
7169,UNC13A,ENSG00000130477,,,23025,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 23025 (UNC13A),,
7170,UNC13B,ENSG00000198722,R-HSA-181430,Norepinephrine Neurotransmitter Release Cycle,10497,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 10497 (UNC13B),,
7171,UNC13C,ENSG00000137766,,,440279,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 440279 (UNC13C),,
7172,UNC13D,ENSG00000092929,R-HSA-6798695,Neutrophil degranulation,201294,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 201294 (UNC13D),,
7173,UNC45A,ENSG00000140553,,,55898,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 55898 (UNC45A),,
7174,UNC45B,ENSG00000141161,,,146862,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 146862 (UNC45B),,
7175,UNC79,ENSG00000133958,R-HSA-2672351,Stimuli-sensing channels,57578,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],2: 57578 (UNC79),,
7176,UNC80,ENSG00000144406,R-HSA-2672351,Stimuli-sensing channels,285175,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],2: 285175 (UNC80),,
7177,UNC93A,ENSG00000112494,,,54346,,,,,
7178,UNC93B1,ENSG00000110057,R-HSA-5602415,UNC93B1 deficiency - HSE,81622,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 81622 (UNC93B1),,
7179,UNCX,ENSG00000164853,,,340260,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 340260 (UNCX),,
7180,UNK,ENSG00000132478,,,64718,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 64718 (UNKL),,
7181,UNKL,ENSG00000059145,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,64718,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 64718 (UNKL),,
7182,UPF1,ENSG00000005007,R-HSA-975956,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),5976,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 5976 (UPF1),,
7183,UPF2,ENSG00000151461,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),26019,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 26019 (UPF2),,
7184,UPF3A,ENSG00000169062,R-HSA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),65110,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 65110 (UPF3A),,
7185,UPP2,ENSG00000007001,R-HSA-73614,Pyrimidine salvage,151531,,,,,
7186,UQCC1,ENSG00000101019,R-HSA-9865881,Complex III assembly,55245,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 55245 (UQCC1),,
7187,UQCR11,ENSG00000127540,R-HSA-9865881,Complex III assembly,10975,,,,,
7188,URB1,ENSG00000142207,,,9875,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 9875 (URB1),,
7189,URB2,ENSG00000135763,,,9816,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 9816 (URB2),,
7190,USF1,ENSG00000158773,R-HSA-9018519,Estrogen-dependent gene expression,64755,,,,,
7191,USF2,ENSG00000105698,R-HSA-9018519,Estrogen-dependent gene expression,7392,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 7392 (USF2),,
7192,USF3,ENSG00000176542,,,205717,,,,,
